code,name,sector,big,middle,small
60310,3S,기계,반도체,반도체_장비(기타),반도체웨이퍼 이송장치
95570,AJ네트웍스,운송인프라,전문서비스,B2B서비스,렌탈사업 등
6840,AK홀딩스,화학,지주사,지주사,지주사
54620,APS,IT서비스,지주사,지주사,지주사
265520,AP시스템,디스플레이및관련부품,디스플레이,디스플레이_장비,AMOLED 제조장비
211270,AP위성,통신장비,통신,위성통신,위성통신 단말기
109960,AP헬스케어,제약,모름,모름,모름
139050,BF랩스,일반소프트웨어,인터넷,SI_비계열,시스템통합(SI)
27410,BGF,화학,지주사,지주사,지주사
282330,BGF리테일,도소매,유통,편의점,편의점
126600,BGF에코머티리얼즈,자동차부품,Auto,자동차부품_차체,자동차용 내/외장재(컴파운드)
138930,BNK금융지주,상업은행,금융,금융지주,"부산은행, 경남은행 등"
1460,BYC,섬유및의복,패션,의류_내의,내의
13720,CBI,자동차부품,Auto,자동차부품_동력발생,엔진부품
83790,CG인바이츠,바이오,헬스케어,바이오_기술이전,질환 단백질 표적
1040,CJ,복합산업,지주사,지주사,지주사
79160,CJ CGV,미디어,방송미디어,영화,영화관 운영업
35760,CJ ENM,미디어,방송미디어,케이블,tvN/OCN/Mnet 등 
311690,CJ 바이오사이언스,의료장비및서비스,헬스케어,유전체분석,마이크로바이옴(Microbiome)
120,CJ대한통운,육상운수,운송,물류,종합물류
11150,CJ씨푸드,식료품,음식료,수산,수산
97950,CJ제일제당,식료품,음식료,식품_제조,식품제조업
51500,CJ프레시웨이,식료품,음식료,식자재_유통,식자재유통
58820,CMG제약,제약,헬스케어,제약_완제의약품,(비뇨기계) 레미피드정(소화성궤양용제 외)
23460,CNH,자동차,지주사,지주사,지주사
56730,CNT85,건설,에너지,플랜트_엔지니어링,"산업설비, 소각설비"
480,CR홀딩스,금속및광물,지주사,지주사,지주사
65770,CS,통신장비,통신,통신장비,이동통신 중계시스템 제조
83660,CSA 코스믹,개인생활용품,화장품,화장품_브랜드,"16브랜드, 원더바스"
590,CS홀딩스,금속및광물,지주사,지주사,지주사
12030,DB,IT서비스,인터넷,SI_계열,시스템통합(SI): DB
16610,DB금융투자,증권,금융,증권,증권업
5830,DB손해보험,보험,금융,손해보험,손해보험
990,DB하이텍,반도체및관련장비,반도체,비메모리_Foundry,Foundry
139130,DGB금융지주,상업은행,금융,금융지주,"대구은행, 하이투자증권 등"
60900,DGP,에너지시설및서비스,에너지,신재생_기타,바이오디젤
290120,DH오토리드,자동차부품,Auto,자동차부품_제동조향,휠
25440,DH오토웨어,자동차부품,Auto,자동차부품_전기전자,카 인포테인먼트(Car Audio/Video)
1530,DI동일,섬유및의복,패션,섬유,방적(Spinning)
210,DL,화학,건설,건설,"국내외 건축, 토목, 플랜트, 주택 등"
375500,DL이앤씨,건설,건설,건설,"국내외 건축, 토목, 플랜트, 주택 등"
68790,DMS,디스플레이및관련부품,디스플레이,디스플레이_장비,"디스플레이패널 습식 세정장비,약액장비(식각,현상,박리)"
7340,DN오토모티브,자동차부품,Auto,자동차부품_축전지,자동차 배터리(축전지)
4840,DRB동일,화학,Auto,자동차부품_차체,자동차 Door 
241520,DSC인베스트먼트,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
155660,DSR,금속및광물,기초소재,철강_선재가공,와이어로프 및 경강선 제조 및 판매
69730,DSR제강,금속및광물,기초소재,철강_선재가공,와이어로프 및 경강선 제조 및 판매
17860,DS단석,화학,에너지,신재생_기타,바이오에너지
180400,DXVX,의료장비및서비스,헬스케어,체외진단,분자진단사업
17940,E1,석유및가스,에너지,LPG,LPG
245620,EDGC,의료장비및서비스,헬스케어,유전체분석,유전체 분석 전문기업
37370,EG,금속및광물,기초소재,비철금속_기타,페라이트용 산화철
50120,ES큐브,레저용품,내수,리조트,텐트
383220,F&F,섬유및의복,패션,의류_브랜드,"MLB, Discovery"
7700,F&F홀딩스,섬유및의복,지주사,지주사,지주사
214270,FSN,미디어,광고,광고_비계열,디지털 광고 전문 업체
130500,GH신소재,자동차부품,Auto,자동차부품_차체,자동차용 내/외장재(부직포)
114090,GKL,호텔및레저,내수,카지노,카지노
900290,GRT,화학,외국계,CNY,정밀 코팅 기능성 신소재 및 고분자 박막자재 개발
78930,GS,석유및가스,기초소재,정유,정유
83450,GST,반도체및관련장비,반도체,반도체_장비(후공정),"SCRUBBER, Chiler"
6360,GS건설,건설,건설,건설,"국내외 건축, 토목, 플랜트, 주택 등"
1250,GS글로벌,무역,에너지,종합상사,종합상사
7070,GS리테일,도소매,유통,편의점,편의점
297890,HB솔루션,디스플레이및관련부품,디스플레이,디스플레이_장비,디스플레이 제조설비 자동화시스템 구축
440290,HB인베스트먼트,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
78150,HB테크놀러지,디스플레이및관련부품,디스플레이,디스플레이_부품,LCD Back Light Unit의 핵심부품인 도광판 제조
12630,HDC,건설,지주사,지주사,지주사
39570,HDC랩스,건설,건설,임대관리,건물관리 등등
89470,HDC현대EP,자동차부품,Auto,자동차부품_차체,자동차용 내/외장재(컴파운드)
294870,HDC현대산업개발,건설,건설,건설,"국내외 건축, 토목, 플랜트, 주택 등"
9540,HD한국조선해양,조선,지주사,지주사,지주사
267250,HD현대,석유및가스,지주사,지주사,지주사
267270,HD현대건설기계,기계,기계,건설기계,건설기계
443060,HD현대마린솔루션,조선,조선,조선,선박 After Service 
10620,HD현대미포,조선,조선,조선,조선
322000,HD현대에너지솔루션,에너지시설및서비스,에너지,신재생_태양광,"태양광 셀, 모듈 등"
42670,HD현대인프라코어,기계,기계,건설기계,건설기계
267260,HD현대일렉트릭,전기장비,에너지,전력_송배전,변압기 등
329180,HD현대중공업,조선,조선,조선,조선
97230,HJ중공업,건설,조선,조선,조선
195940,HK이노엔,제약,헬스케어,제약_완제의약품,"(순환기계) 순환, 당뇨, 항암, 신장질환 치료제 등"
14790,HL D&I,건설,건설,건설,"국내외 건축, 토목, 플랜트, 주택 등"
28300,HLB,제약,헬스케어,바이오_기술이전,표적항암제 리보세라닙(Rivoceranib)
3580,HLB글로벌,도소매,건설,건자재,골재
278650,HLB바이오스텝,제약,헬스케어,제약_동물의약품,동물의약품
67630,HLB생명과학,도소매,헬스케어,바이오_기술이전,표적항암제
24850,HLB이노베이션,반도체및관련장비,반도체,반도체_패키징재료,리드프레임
47920,HLB제약,제약,헬스케어,제약_완제의약품,"(신경계) 씨트리시메티딘정(위십이지장궤양, 역류성식도염) 등"
115450,HLB테라퓨틱스,의료장비및서비스,헬스케어,바이오_기술이전,안과 및 피부질환
46210,HLB파나진,의료장비및서비스,헬스케어,체외진단,분자진단(PCR)
204320,HL만도,자동차부품,Auto,자동차부품_대형사,대형 자동차부품사
60980,HL홀딩스,자동차부품,지주사,지주사,지주사
11200,HMM,해상운수,운송,해운,컨테이너
403870,HPSP,반도체및관련장비,반도체,반도체_장비(전공정),고압수소 열처리 장비
36640,HRS,화학,기초소재,석유화학,실리콘고무
35000,HS애드,미디어,광고,광고_계열,최대주주: LG
3560,IHQ,미디어,방송미디어,드라마_제작,드라마 등 제작
95340,ISC,반도체및관련장비,반도체,반도체_테스트소켓,반도체 IC TEST 소켓
99520,ITX-AI,보안장비,보안,물리보안,영상보안장비 산업
175330,JB금융지주,상업은행,금융,금융지주,"전북은행, 광주은행 등"
950170,JTC,도소매,유통,면세점,외국계기업
234080,JW생명과학,제약,헬스케어,제약_완제의약품,수액
67290,JW신약,제약,헬스케어,제약_완제의약품,"(피부기계) 모나드 정(모발용제), 피디정(스테로이드제)"
1060,JW중외제약,제약,헬스케어,제약_완제의약품,수액
96760,JW홀딩스,제약,지주사,지주사,지주사
35900,JYP Ent.,미디어,방송미디어,음반음원,엔터테인먼트
318000,KBG,화학,기초소재,석유화학,기능성 실리콘 소재 
24840,KBI메탈,전기장비,기초소재,비철금속_동,동
105560,KB금융,상업은행,금융,금융지주,KB국민은행
24120,KB오토시스,자동차부품,Auto,자동차부품_제동조향,브레이크 패드(마찰재)
2380,KCC,건축자재,기초소재,석유화학_대형사,"실리콘, 도료(페인트), PVC 및 석고보드 등"
21320,KCC건설,건설,건설,건설,"토목 및 건축, 주택 공급업"
344820,KCC글라스,건축자재,건설,건자재,"유리, 홈씨씨, 바닥재 전문 B2C기업"
36670,KCI,화학,기초소재,계면활성제,계면활성제
9070,KCTC,육상운수,운송,물류,종합물류
9440,KC그린홀딩스,상업서비스,지주사,지주사,지주사
119650,KC코트렐,상업서비스,에너지,플랜트_엔지니어링,환경 플랜트대기오염 방지시설 사업
44180,KD,건설,건설,건설,"토목 및 건축, 주택 공급업"
92220,KEC,반도체및관련장비,반도체,비메모리_기타,SSTR(전력제어 및 전류증폭)
46440,KG모빌리언스,인터넷서비스,인터넷,결제시스템,유무선 결제시스템(휴대폰소액결제)
3620,KG모빌리티,자동차,Auto,완성차,완성차
16380,KG스틸,금속및광물,기초소재,철강,전기로 제강업
151860,KG에코솔루션,자동차,모름,모름,모름
35600,KG이니시스,인터넷서비스,인터넷,결제시스템,전자지불결제(PG사)
1390,KG케미칼,금속및광물,농업,비료,비료
226360,KH 건설,건설,건설,건자재_PHC파일,콘크리트파일
111870,KH 미래물산,내구소비재,모름,모름,모름
33180,KH 필룩스,전자장비및기기,디스플레이,LED_조명,LED 조명
60720,KH바텍,휴대폰및관련부품,스마트폰,스마트폰_부품,내외장재) 알루미늄캐스팅
15590,KIB플러그에너지,기계,에너지,플랜트_기자재,"화공기기(열교환기, 압력용기)"
1940,KISCO홀딩스,금속및광물,지주사,지주사,지주사
58400,KNN,미디어,방송미디어,지상파,지상파 방송업
25000,KPX케미칼,화학,기초소재,석유화학,"PPG(폴리프로필렌글리콜, POLYPROPYLENE GLYCOL)"
92230,KPX홀딩스,화학,지주사,지주사,지주사
40,KR모터스,자동차,Auto,특수차,오토바이
44450,KSS해운,해상운수,운송,해운,탱커선
30200,KT,무선통신,통신,통신,통신3사
33780,KT&G,담배,음식료,식품_제조,식품제조업: 담배
58850,KTcs,상업서비스,통신,컨택센터,컨택센터(콜센터) 서비스  등
58860,KTis,상업서비스,통신,컨택센터,컨택센터(콜센터) 서비스  등
122450,KX,복합산업,방송미디어,케이블,송출서비스 사업
52900,KX하이텍,반도체및관련장비,반도체,반도체_소재,반도체 포장용기 Tray 
376190,LB루셈,반도체및관련장비,반도체,비메모리_기타,Driver IC 후공정
61970,LB세미콘,반도체및관련장비,반도체,비메모리_기타,DDI 등에 대한 플리칩 범핑 및 테스트 등
309960,LB인베스트먼트,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
93050,LF,섬유및의복,패션,의류_브랜드,LF
3550,LG,복합산업,지주사,지주사,지주사
34220,LG디스플레이,디스플레이및관련부품,디스플레이,디스플레이_패널,패널
51900,LG생활건강,개인생활용품,화장품,화장품_브랜드,"후, 더페이스샵, 아이오페"
373220,LG에너지솔루션,전자장비및기기,배터리,배터리셀,2차전지
32640,LG유플러스,무선통신,통신,통신,통신3사
11070,LG이노텍,전자장비및기기,스마트폰,카메라_모듈,"Camera Module, 기판소재 등"
66570,LG전자,내구소비재,전자제품,가정용_전자제품,가정용 전자제품
37560,LG헬로비전,미디어,방송미디어,케이블,종합유선방송사업자
51910,LG화학,화학,기초소재,석유화학_대형사,"기초유분, 합성수지, 화성제품 등"
79550,LIG넥스원,상업서비스,방산,방산,방산
225190,LK삼양,내구소비재,전자제품,가정용_전자제품,카메라용 교환렌즈
6260,LS,전기장비,에너지,전선업,전선업
10120,LS ELECTRIC,전기장비,에너지,전력_송배전,전력 송배전 관련 기기 및 시스템
680,LS네트웍스,도소매,패션,의류_브랜드,"Prospecs, Skechers 등"
60370,LS마린솔루션,건설,통신,통신장비,해저통신케이블
417200,LS머트리얼즈,전자장비및기기,에너지,신재생_기타,중/대형 울트라커패시터(Ultra Capacitor)
229640,LS에코에너지,전기장비,에너지,전선업,전선업
108320,LX세미콘,반도체및관련장비,반도체,비메모리_팹리스,Panel 구동의 핵심부품(System IC)
1120,LX인터내셔널,무역,에너지,종합상사,종합상사
108670,LX하우시스,건축자재,건설,건자재,"플라스틱 창호, 기능성유리 등"
383800,LX홀딩스,복합산업,지주사,지주사,지주사
86960,MDS테크,일반소프트웨어,인터넷,소프트웨어,임베디드 소프트웨어 개발 및 솔루션
23150,MH에탄올,음료,음식료,주정,주정제조업
38340,MIT,전자장비및기기,교육,일반교과,일반 교과학원(초중고)
35420,NAVER,인터넷서비스,인터넷,플랫폼,NAVER
160550,NEW,미디어,방송미디어,영화,제작/투자 및 배급
53290,NE능률,교육,교육,교육서비스,교육서비스 및 출판(영어)
181710,NHN,IT서비스,게임,게임_KOSPI,"한게임, PAYCO 등"
60250,NHN KCP,인터넷서비스,인터넷,결제시스템,전자지불결제(PG사)
104200,NHN벅스,미디어,인터넷,음악_스트리밍,디지털 음악산업
5940,NH투자증권,증권,금융,증권,증권업
34310,NICE,IT서비스,지주사,지주사,지주사
30190,NICE평가정보,상업서비스,전문서비스,신용정보,개인 및 기업신용정보
8260,NI스틸,금속및광물,기초소재,철강_유통,건설자재 판매 및 강재리스
4250,NPC,용기및포장,기초소재,석유화학,플라스틱 사출 제조 및 판매
222160,NPX,반도체및관련장비,PCB,PCB_부품,PCB 검사장비
456040,OCI,화학,에너지,신재생_태양광,폴리실리콘
10060,OCI홀딩스,화학,지주사,지주사,지주사
178920,PI첨단소재,화학,기초소재,석유화학,PI(Polyimide) 필름
24940,PN풍년,내구소비재,전자제품,가정용_전자제품,밥솥(압력)
5490,POSCO홀딩스,금속및광물,기초소재,철강,고로 제강업
218410,RFHIC,통신장비,통신,통신장비,전력 증폭기
327260,RF머트리얼즈,통신장비,통신,통신장비,RF통신 및 광 통신 등에 주로 사용되고 있는 통신용 패키지
91340,S&K폴리텍,전자장비및기기,기초소재,석유화학,폴리우레탄 폼시트
10950,S-Oil,석유및가스,기초소재,정유,정유
419530,SAMG엔터,미디어,방송미디어,애니메이션,국내 최대 3D 애니메이션 제작사
19550,SBI인베스트먼트,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
950110,SBI핀테크솔루션즈,인터넷서비스,외국계,JPY,"결제서비스, 개인머니, 기업지원 서비스"
34120,SBS,미디어,방송미디어,지상파,지상파 방송업
36120,SCI평가정보,상업서비스,전문서비스,신용정보,개인 및 기업신용정보
246960,SCL사이언스,의료장비및서비스,헬스케어,의료기기_수술,지혈 접착제
99220,SDN,에너지시설및서비스,에너지,신재생_태양광,발전시스템
36540,SFA반도체,반도체및관련장비,반도체,반도체_패키징,반도체 패키징
255220,SG,건축소재,건설,레미콘,레미콘
40610,SG&G,운송인프라,운송,물류,종합물류
49470,SGA,일반소프트웨어,인터넷,SI_비계열,시스템통합(SI)
184230,SGA솔루션즈,일반소프트웨어,보안,시스템보안,"서버보안, 전자서명(PKI"
16250,SGC E&C,건설,건설,건설,"플랜트, 토건, 터미널, 발전/에너지 사업"
5090,SGC에너지,에너지시설및서비스,에너지,전력_발전,증기 및 전기 생산
1380,SG글로벌,자동차부품,Auto,자동차부품_차체,자동차 Seat(봉제)
4060,SG세계물산,섬유및의복,패션,의류_브랜드,"BASSO, ab.f.z"
1770,SHD,금속및광물,기초소재,철강_냉연,주석도금강판(각종 CAN 등)
2360,SH에너지화학,화학,기초소재,석유화학,EPS 레진 등
9160,SIMPAC,기계,기계,일반기계,금속성형가공기계 (프레스산업)
123700,SJM,자동차부품,Auto,자동차부품_동력발생,엔진연료부품
25530,SJM홀딩스,자동차부품,지주사,지주사,지주사
34730,SK,석유및가스,지주사,지주사,지주사
11790,SKC,화학,배터리,배터리_소재,"PO/PG, 필름, 2차전지 동박사업"
18670,SK가스,석유및가스,에너지,LPG,LPG
1740,SK네트웍스,복합산업,에너지,종합상사,종합상사
6120,SK디스커버리,석유및가스,지주사,지주사,지주사
210980,SK디앤디,부동산,건설,Developer,디밸로퍼
302440,SK바이오사이언스,제약,헬스케어,바이오의약품,백신
326030,SK바이오팜,제약,헬스케어,바이오_기술이전,뇌전증 분야 신약 개발
402340,SK스퀘어,복합산업,지주사,지주사,지주사
361610,SK아이이테크놀로지,전자장비및기기,배터리,배터리_소재,리튬이온 배터리 분리막
100090,SK오션플랜트,건설,에너지,신재생_풍력,풍력
96770,SK이노베이션,석유및가스,기초소재,정유,정유
475150,SK이터닉스,부동산,에너지,신재생_기타,신재생 에너지
1510,SK증권,증권,금융,증권,증권업
285130,SK케미칼,화학,헬스케어,제약_완제의약품,(근골격계) 바이오
17670,SK텔레콤,무선통신,통신,통신,통신3사
660,SK하이닉스,반도체및관련장비,반도체,메모리반도체,"DARM, NAND"
48550,SM C&C,미디어,광고,광고_계열,최대주주: 에스엠
63440,SM Life Design,미디어,방송미디어,음반음원,"포스터, 화보집 등"
3570,SNT다이내믹스,자동차부품,Auto,자동차부품_동력전달,변속부품
64960,SNT모티브,자동차부품,Auto,자동차부품_동력발생,자동차용모터(DC Motor)
100840,SNT에너지,에너지시설및서비스,에너지,플랜트_기자재,"화공기기(열교환기, 압력용기)"
36530,SNT홀딩스,자동차부품,지주사,지주사,지주사
67160,SOOP,인터넷서비스,인터넷,플랫폼,아프리카TV
5610,SPC삼립,식료품,음식료,제과제빵,제과/제빵사업
11810,STX,무역,에너지,종합상사,종합상사
465770,STX그린로지스,무역,운송,해운,해운물류
77970,STX엔진,조선,조선,선박엔진,선박 및 방위산업용 엔진
71970,STX중공업,조선,조선,선박엔진,선박엔진/기자재 
2820,SUN&L,종이및목재,건설,건자재_목재,합판제조
289080,SV인베스트먼트,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
84870,TBH글로벌,섬유및의복,패션,의류_브랜드,"베이직하우스, MIND BRIDGE"
2710,TCC스틸,금속및광물,기초소재,철강_냉연,표면처리강판 제조
89230,THE E&M,인터넷서비스,인터넷,플랫폼,팝콘TV
161570,THE MIDONG,자동차부품,Auto,자동차부품_전기전자,네비게이션 및 블랙박스
32540,TJ미디어,레저용품,내수,여가,노래방 반주기
22220,TKG애강,건축자재,건설,건자재_배관재,배관재산업(PB파이프 등)
69260,TKG휴켐스,화학,기초소재,석유화학,"DNT, MNB, 질산 등"
7980,TP,섬유및의복,패션,의류_OEMODM,"OEM/ODM(GAP, TARGET, COLUMBIA 등)"
48770,TPC,기계,기계,일반기계,공기압기기 제조
246690,TS인베스트먼트,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
317240,TS트릴리온,개인생활용품,화장품,화장품_브랜드,기능성 샴푸(탈모 관련)
2900,TYM,기계,농업,농기계,농기계
24070,WISCOM,화학,기초소재,석유화학,"PS, ABS, EP 등의 컴파운딩 가공대행"
57030,YBM넷,교육,교육,외국어학원,외국어학원
37270,YG PLUS,미디어,인터넷,음악_스트리밍,디지털 음악산업(네이버 뮤직 운영 대행)
40300,YTN,미디어,방송미디어,케이블,뉴스방송
51390,YW,도소매,전문서비스,B2B서비스,렌탈사업 등
52220,iMBC,미디어,방송미디어,지상파,IP 유통/투자
79940,가비아,IT서비스,인터넷,온라인서비스,호스팅 및 관련 서비스업
78890,가온그룹,셋톱박스,방송미디어,방송장비,셋톱박스 제조 및 판매 
500,가온전선,전기장비,에너지,전선업,전선업
399720,가온칩스,반도체및관련장비,반도체,비메모리_디자인솔루션,삼성 파운드리 공식 디자인 솔루션 파트너
36620,감성코퍼레이션,섬유및의복,패션,의류_브랜드,SNOWPEAK
860,강남제비스코,건축자재,기초소재,페인트,페인트
217730,강스템바이오텍,바이오,헬스케어,줄기세포,줄기세포치료제
35250,강원랜드,호텔및레저,내수,카지노,카지노
114190,강원에너지,기계,에너지,플랜트_기자재,화공기기(보일러)
94480,갤럭시아머니트리,인터넷서비스,인터넷,결제시스템,전자지불결제(PG사)
11420,갤럭시아에스엠,미디어,내수,여가,스포츠판관사업 및 스포츠마케팅
39240,경남스틸,금속및광물,기초소재,철강_냉연,냉연코일(절단가공)
53950,경남제약,제약,음식료,건강기능식품,레모나
2100,경농,화학,농업,농약,농약
9450,경동나비엔,내구소비재,건설,건자재,가스보일러
267290,경동도시가스,가스,에너지,도시가스,도시가스
12320,경동인베스트,금속및광물,지주사,지주사,지주사
11040,경동제약,제약,헬스케어,제약_완제의약품,(순환기계) 혈압강하제
50,경방,섬유및의복,패션,섬유,방적(Spinning)
214390,경보제약,제약,헬스케어,제약_원료의약품,원료의약사업
12610,경인양행,화학,패션,섬유,염료
9140,경인전자,전자장비및기기,전자제품,전자부품,가전제품용 스위치 
24910,경창산업,자동차부품,Auto,자동차부품_전기전자,Control Cable
13580,계룡건설,건설,건설,건설,"토목 및 건축, 주택 공급업"
12200,계양전기,자동차부품,Auto,자동차부품_동력발생,자동차용모터(DC Motor)
2140,고려산업,식료품,음식료,사료,사료
198440,고려시멘트,건축소재,건설,시멘트,시멘트
49720,고려신용정보,상업서비스,전문서비스,신용정보,신용조사 및 추심대행업
10130,고려아연,금속및광물,기초소재,비철금속_아연,아연
2240,고려제강,금속및광물,기초소재,철강_선재가공,와이어로프 및 경강선 제조 및 판매
14570,고려제약,제약,헬스케어,제약_완제의약품,(신경계) 치매 등
348150,고바이오랩,바이오,헬스케어,바이오_기술이전,마이크로바이옴 신약 사업
950190,고스트스튜디오,게임소프트웨어,게임,게임_KOSDAQ,모바일 게임 개발
98460,고영,전자장비및기기,반도체,반도체_장비(후공정),3D 검사장비
35290,골드앤에스,교육,교육,외국어학원,외국어학원
900280,골든센츄리,기계,외국계,CNY,농기계(트랙터용 휠)
215000,골프존,호텔및레저,내수,여가,스크린 골프
121440,골프존뉴딘홀딩스,레저용품,내수,여가,스크린야구
366030,공구우먼,섬유및의복,유통,온라인,온라인 쇼핑몰 09women
9290,광동제약,제약,음식료,음료,식음료제조업
14200,광림,기계,Auto,특수차,유압크레인
17040,광명전기,전기장비,에너지,전력_기자재,수배전반(산업용 전기기기제조업)
29480,광무,통신장비,통신,통신장비,네트워크 장비 임대서비스 등
17900,광전자,전자장비및기기,반도체,비메모리_기타,"Discrete 반도체, 광센서, LED 등"
37710,광주신세계,백화점,유통,백화점,백화점
26910,광진실업,금속및광물,기초소재,철강_봉형강,"형강, 봉강 등"
30610,교보증권,증권,금융,증권,증권업
339770,교촌에프앤비,식료품,음식료,프랜차이즈,프랜차이즈(교촌치킨)
53270,구영테크,자동차부품,Auto,자동차부품_차체,자동차 Seat(시트부품)
7690,국도화학,화학,기초소재,석유화학,에폭시수지
5320,국동,섬유및의복,패션,의류_OEMODM,"OEM/ODM(Nike, FANATICS, CARHARTT 등)"
1140,국보,육상운수,운송,물류,종합물류
66620,국보디자인,건설,건설,건설서비스,인테리어 디자인사업
43650,국순당,음료,음식료,주류,백세주
6050,국영지앤엠,건축자재,건설,건자재,유리가공제품 제조
60480,국일신동,금속및광물,기초소재,비철금속_동,동
78130,국일제지,종이및목재,종이,포장용지,포장용지
307750,국전약품,제약,헬스케어,제약_원료의약품,원료의약사업
2720,국제약품,제약,헬스케어,제약_완제의약품,"(항셍제) 당뇨병, 고혈압에 의한 망막변성 및 눈의 혈관장애 개선 등 "
35080,그래디언트,온라인쇼핑,유통,온라인,온라인쇼핑 
204020,그리티,섬유및의복,패션,의류_내의,내의
402490,그린리소스,반도체및관련장비,반도체,반도체_소재,초고밀도 특수 코팅
114450,그린생명과학,제약,헬스케어,제약_원료의약품,원료의약사업
83420,그린케미칼,화학,기초소재,계면활성제,계면활성제
186230,그린플러스,건설,기초소재,비철금속_알루미늄,알루미늄 압출
14530,극동유화,석유및가스,기초소재,윤활유,윤활유
900070,글로벌에스엠,자동차부품,외국계,CNY,패스너(나사) 제품
204620,글로벌텍스프리,소비자금융,유통,면세점,면세점(택스리펀드 사업)
19660,글로본,개인생활용품,화장품,화장품_브랜드,류케이웨이브
14280,금강공업,건축자재,건설,건자재,거푸집(판넬)
53260,금강철강,금속및광물,기초소재,철강_냉연,냉연코일(절단가공)
8870,금비,용기및포장,음식료,식품_포장,유리병(맥주병)
1570,금양,화학,기초소재,석유화학,고무 및 합성수지 발표제
282720,금양그린파워,에너지시설및서비스,에너지,플랜트_엔지니어링,전기공사 전문기업
2990,금호건설,건설,건설,건설,"국내외 건축, 토목, 플랜트, 주택 등"
11780,금호석유,화학,기초소재,석유화학_대형사,"합성고무, 합성수지 등"
214330,금호에이치티,자동차부품,Auto,자동차부품_전기전자,자동차 전조(LAMP)
1210,금호전기,디스플레이및관련부품,디스플레이,LED_조명,LED 조명
73240,금호타이어,자동차부품,Auto,자동차부품_타이어,타이어
36190,금화피에스시,건설,에너지,전력_발전정비,플랜트설비 및 발전정비
49080,기가레인,통신장비,통신,통신장비,RF부품 
420770,기가비스,반도체및관련장비,PCB,PCB_부품,PCB 검사장비
35460,기산텔레콤,통신장비,통신,통신장비,이동통신 중계시스템 제조
92440,기신정기,기계,기초소재,석유화학,플라스틱 사출제조
270,기아,자동차,Auto,완성차,완성차
24110,기업은행,상업은행,금융,은행업,기업은행
13700,까뮤이앤씨,건설,건설,건설,"토목 및 건축, 주택 공급업"
308100,까스텔바작,섬유및의복,패션,의류_브랜드,까스텔바쟉(골프웨어 등)
4540,깨끗한나라,종이및목재,종이,위생용지,위생용지
407400,꿈비,내구소비재,건설,가구_가정용,유아용 가구
187790,나노,화학,에너지,플랜트_기자재,질소산화물 저감장치(SCR)
286750,나노브릭,화학,보안,암호인증,정품인증솔루션
121600,나노신소재,화학,디스플레이,디스플레이_소재,디스플레이용 투명전도성 전극
247660,나노씨엠에스,화학,기초소재,비철금속_기타,"근적외선 흡수/반사 안료, 자외선 유기형광 안료"
39860,나노엔텍,의료장비및서비스,헬스케어,체외진단,현장진단 의료기기(POCT)
91970,나노캠텍,화학,기초소재,석유화학,도전성 프라스틱 시트(Nanos) 등
417010,나노팀,전자장비및기기,배터리,배터리_소재,"갭필러, 갭패드 등"
405920,나라셀라,음료,음식료,주류,프리미엄 와인 유통회사
51490,나라엠앤디,기계,기계,금형,금형산업
137080,나래나노텍,디스플레이및관련부품,디스플레이,디스플레이_장비,"패널의 정밀 도포, 코팅을 위한 장비"
190510,나무가,휴대폰및관련부품,스마트폰,카메라_모듈,카메라모듈
242040,나무기술,IT서비스,인터넷,소프트웨어,가상화 솔루션(S/W)
89600,나스미디어,미디어,광고,광고_계열,최대주주: KT
293580,나우IB,창업투자및종금,금융,밴처캐피탈_VC,밴처캐피탈(VC)
138610,나이벡,의료장비및서비스,헬스케어,바이오_기술이전,펩타이드 소재
130580,나이스디앤비,상업서비스,전문서비스,신용정보,기업신용정보사업
36800,나이스정보통신,상업서비스,인터넷,결제시스템,VAN사업
267320,나인테크,전자장비및기기,배터리,배터리_장비,조립 및 설비제작
1260,남광토건,건설,건설,건설,"토목 및 건축, 주택 공급업"
8350,남선알미늄,금속및광물,기초소재,비철금속_알루미늄,알루미늄 압출(건설)
4270,남성,전자장비및기기,Auto,자동차부품_전기전자,카 인포테인먼트(Car Audio/Video)
3920,남양유업,식료품,음식료,유제품,유제품
25860,남해화학,화학,농업,비료,비료
111710,남화산업,호텔및레저,내수,리조트,골프장 운영업
91590,남화토건,건설,건설,건설,"토목 및 건축, 주택 공급업"
168330,내츄럴엔도텍,개인생활용품,음식료,건강기능식품,백수오
94860,네오리진,게임소프트웨어,보안,네트워크보안,침입탐지 및 차단솔루션
253590,네오셈,반도체및관련장비,반도체,반도체_장비(후공정),"SSD Tester, MBT"
212560,네오오토,자동차부품,Auto,자동차부품_동력전달,기어류
95660,네오위즈,게임소프트웨어,게임,게임_KOSDAQ,"브라운더스트, Bless Unleashed, 스컬, 피망"
42420,네오위즈홀딩스,게임소프트웨어,지주사,지주사,지주사
950220,네오이뮨텍,제약,외국계,USD,차세대 면역항암제 전문 기업
311390,네오크레마,식료품,음식료,식품_소재,기능성 식품소재 기업
